37224571 100001384507391
1441849 100000083709906
23331259 100002451954136
525206 100001916862668
2885223 100001874214592
15206322 100001481493681
179833235 100004176488604
893865 100001735299023
1313482 1162489127
4459567 100001526176501
134060723 100002145353298
29101788 100004657502028
49549756 100000443477453
4461189 100003634926659
1355261 100003390222643
56103975 100000086048227
1021472 1785815558
34608293 100001574993820
5708 100000416502121
918487 100002192821400
1876941 100002470380108
268381 1659008320
9181472 100001710548935
2430856 1432710835
3540065 100000704965209
2368090 100000996697820
20456228 100003364168169
3155294 607367562
164322281 100001978143277
1924087 100002768774562
44838226 100000423801537
2371409 540092636
15216930 100001994419185
2109755 100000763263717
91240046 100003293824044
3056995 100001744768890
39862754 100001933883605
2638384 100000697530165
20464711 100002174829225
2115174 100000059307026
154158788 100000568985939
40293855 100002715109835
3164861 100002110155498
131660759 100003257857768
119227117 100003092449565
2748024 100000836334842
3586259 100001389203487
33197306 100000786564819
809783 100000877545280
1858432 100002039121102
8412082 1157962093
7363627 100002356641493
10970305 1094225560
1072535 100000842228582
1596986 1099828197
615868 100002604308769
1140241 500105821
3301475 1235034110
52979657 100001034352904
27407 100000670898180
27534 1824761676
25432678 100002104115271
1601871 100001173720454
87323009 100000874448053
102415775 100001993214016
29889 100000780438566
1340864 1393871835
8218980 1464972918
900119 1229194424
24148276 100001638794314
5153799 100001058514815
2539311 100000191023881
16546839 100000956044523
835681 100002128962229
1144625 100001747946199
5204883 100003028909344
40381 100000443800983
13666503 100003832995374
2627565 100001234390625
2134305 100000044923725
19754495 100001402618196
5805496 100000913845905
38404 100001550153624
1273487 100002186401263
38917 1004277055
825400 100001493374275
50687699 100002037214611
82578063 100001240084400
92577190 100001457506968
303695 100001189411705
26518695 100002040111631
31499746 100001508153834
225570 100000777158134
7135 663488057
153397417 100002258509524
2646367 1604423267
40938809 100001573777532
13414428 100003124652486
3808891 100002914877916
1357544 100001167789149
572213 747454715
401305 100002091728775
1144084 100002274778453
152617231 100002148763161
51958 100002863653218
1099052 100001290530874
23901795 100002163289122
152663876 100003338614506
3458638 100000023627948
2140310 540632458
5954914 100001042010522
122735151 100000179161141
52824 100002063692248
839585 100000946058047
5806589 100001216750907
168130605 100002082710984
708052 1432562507
8443369 100001116087976
7742443 1417133254
22173610 100000163957725
1107360 1438846783
23651870 1055634431
1631846 100002388197314
59011 277702072
13166260 1468283776
87353631 511079950
77916530 100001664229070
92153615 100001390390317
6345189 100001633259033
1633200 100002118579200
61572 706133283
4340384 100000595147516
59306461 100002042105468
13947740 100002479291052
