1539659 1325562128
1898070 100000036275492
63980 100000566417471
1582097 100000829835551
1933345 100000981154075
10814084 100000961927444
2725699 100002785511190
44226183 1074011500
83954010 100002120957330
854429 100003181367168
2559885 100000941891635
2690260 100000698458894
23399811 100000589951254
2428418 100000221333258
4923938 100001033734352
2429296 100001215633989
4002496 100002530698088
80810701 100001365463000
482465 100001252275926
1644306 755013783
885740 1130251367
86035827 100001404003118
6696807 100002051996683
2956583 100001829835354
2957851 100002018105974
1123030 1350631518
57714791 100001140663515
75048274 100001606242776
1124469 1844987734
6630737 100001548188688
137406174 100001414063942
7942486 704091690
1192691 794003717
11876592 100004007964074
16333366 1198990792
799882 1110212525
81607584 100001778086173
1129383 1694550358
2702282 100001732880634
1129546 100001750447558
1935939 100000421848736
974750 100001121846114
51200962 100000945790815
1041351 100003317079205
243219 100000396231309
4539819 1565768177
5588423 100000161423206
3421798 100002200096226
3491909 1481827805
177293730 100002217944882
608772 1577370902
5038524 100003388419283
49892120 100000380432737
727761 100001834861005
1134373 100005402611988
52515526 100002658896518
173309284 100002831065710
87546 100001432625801
4471103 1151986774
613096 100000176428600
22172212 100001146068732
613843 100000809460817
1401836 100001932984397
6907958 100001998222306
19229924 1530158149
146657 1332084763
3501402 100001825812349
1588497 100000489922897
2936086 100000093644143
146904 100003407869540
83194932 100002359475933
1406158 100004477506404
14739698 100001483775506
2455411 100000780918312
96854 583756467
621335 100001031683520
1580425 1247187304
9628473 100001397650155
20284439 1407826820
1672822 100002255117111
3770194 100003317934270
1148772 100001012609425
5343626 100000115908309
625483 100000769981934
101424 100000797425517
363679 1383370895
23174166 100001411879211
106060 100000409566782
265434 100002397584579
15050265 100003957700790
4518395 100001402424346
1503741 1359094552
3644741 100000478561027
2208364 1517164129
2159411 100001344959226
111850 1322997513
8238714 100002402983255
1817873 100000995048376
848879 100001880993746
1810668 523802995
18808 1017481009
2996726 100001775221133
134718 100003271206287
10337544 100001346620218
1985250 1014504946
1425800 1498811282
9028071 100000783608378
17154881 100003492495150
456175 100000462947728
640674 100000637299128
902953 732384679
15768538 100002922391036
5360314 100001114321351
8506481 100003577319056
39472340 732227649
380902 100001729835046
8507443 1113473968
13432847 100001660990051
119122 100003925201658
15661321 100002327563720
907045 823443816
9562319 100002291521342
1170061 1037680958
1956645 1589707384
3005727 100000518132157
29863561 100002450209502
123393 1813363957
4842135 100002556663336
1958854 100000575173938
2745974 100000924678865
3532438 1249908303
3795038 1070035603
16492245 100001449864004
98691389 100003040209889
189245184 580549144
126516 732964458
12447438 100004098129198
913137 1028833322
127114 100002199444381
414544 100003275251460
35978784 100000018298428
390494 100000311095835
545704 100002028631305
5634000 100001621802387
2226409 1382803407
916288 100001742804045
135331692 100001346097974
4543451 100005477531524
3347577 100000587049939
3749128 100004098524928
172884355 100003850913715
5636533 100000124982977
1557495 100000716153916
41812496 100001594850273
44174088 100001405891089
134415 100001107253922
5115496 1097790601
8523529 100002298072542
2756431 1819296293
2232941 1389361050
4331248 100002502338847
178395695 100003913302414
2497976 100001043386282
6430722 1650631061
3548080 100003515202992
22160728 100001313784841
13248020 100000218380908
665387 100001089122619
141636 100001575871473
3287876 100001686781220
142286 100001929934579
3125910 1823491548
2240481 1353386501
16921495 100001501209480
930796 100000670244619
6173688 100000183952921
1455235 1477788657
2242167 100000718579810
145510 100000877423965
52312423 100001184153838
3816530 100000810638784
153763498 814973768
2244277 733333242
7487262 100001409831431
985847 100001489163319
60179232 1665307554
1189875 508815702
3556336 1146451632
18237553 100000938082383
9063477 100001111395778
11423510 100001612797282
3821624 100001476408990
38823121 100004159120379
8851122 100001695582120
1532703 100001822506337
7671531 100001619505996
53631442 100004001818381
20601463 100000248305618
418932 100004543092591
96885543 100002299893571
679287 100003271051589
3038683 100001362195249
1401875 100000418958784
10643509 100000052655428
157971 100002356595756
420658 100000524630354
109210652 641907026
58879063 100000303815168
25062555 731717322
11693287 100001587850864
1994774 1209234036
99106128 1483478636
1209366 100000701057533
15103534 100000118092916
1209929 100001655200801
4439696 100004349744121
193362216 100000413635524
2521391 100003769181194
31095432 100003182331902
9092343 100000440260380
27426523 100002008140780
11081049 100001092823954
58098127 1060787374
25330255 100003401471939
165531 100000197289985
165737 100000281268931
3836018 100003070810123
2545693 100001927899542
2263783 100001080838217
2264246 100001641459528
2788780 1358906381
17105767 100001096370900
16293992 100001826084149
16947661 100000289187565
433034 1576411051
203439 537621741
2531560 100000428055017
1645348 100000086652625
959448 100001048233575
15378467 1804263126
1427147 1053405449
58894823 100000715050614
90614886 100001479802623
73837884 100002097404289
2534726 100002652443989
115098250 100000578763335
20885540 100001687635667
2869031 100000456926406
12131876 100003595269642
15627159 100001702097983
30062496 100000207298457
466639 1043657253
3008731 100002393183774
138591087 100002496730977
1489802 100002369555878
179095 1336074023
1553210 100002085335310
3568962 100000492327383
4112326 100003602345625
1229059 100001478423419
135384705 100000527973808
180761 100001498363800
18793015 100000928436079
23273632 100002817763845
2302141 100000731424586
816711 100001305197724
51824881 100000302272382
20891908 100000432357280
205966366 100000664756224
729673 100000210336832
1495236 100001625173825
44749476 100000158495955
8835928 100000513207908
249318 100004000628446
7787539 100001966132872
142631090 100000555901509
817812 100003101550119
18687463 100001371592299
6323020 100000187069526
7267276 100000968848198
40560595 100000122530368
818334 100002248512213
5099989 100000860633806
32100986 100002508170253
454721 100001652679480
94827694 1210948372
5741435 100001976166580
3339645 100002790496850
1019034 100000824392400
7797147 100002947588909
720208 100001803726471
21586940 589071299
2818029 100000391625260
1778546 100001346053798
67971837 1230598300
811366 100001521436893
103536206 100001407100676
2295395 100000950334031
16067653 100000962266290
1772096 100001090692048
134155345 1068638701
23268763 100000599616927
164518 1837092783
3608588 100000723764986
201154 100001839760658
2223897 100001039824827
4397132 1605534541
155130530 1481047600
827316 1434248379
12525063 100002266343819
1825453 100004465302127
18555285 100002100266669
3354703 1835686303
42464904 100002011187411
21177920 100001152091084
4144456 100000496905482
1780424 100001854191145
2305363 100003366524569
61288192 100002991805515
733278 100001261633718
31928898 1475481503
6763799 1090686792
5977434 100001316767501
12531672 100002151393386
8467642 100000472655059
44252918 100001146828451
4931392 100002948601045
71516316 100002685411589
2651540 100001752437231
2744491 1467613902
2311764 100000682583531
57100134 100000908045760
1399820 1586712562
19877742 100003686505914
1544730 100000828800759
38228290 100000828208215
11489725 100001665409895
54743493 100001448333317
2577650 100001540205185
102192398 100002064425097
11491845 100000037552354
16068749 100003007808052
105663625 100001589615723
10705584 100001075008554
20405463 100001840546602
20206347 1534164361
46095873 100001264021487
72835321 1572190116
2843087 100001778615067
1587372 1417196333
18835563 100001609700005
6515761 100001476372574
124779 100000063351219
18312351 1288164791
151827383 100003538713961
1273005 100002571427875
112759369 100003503582395
7302669 100001806300272
1535759 100000061728067
30371680 100002754914186
226336 100001894374063
8540200 100001772312152
488900 100002827223374
1537794 100001482111340
106948981 100001084504185
153844435 100001239266339
69434544 100000186925458
92356524 100000787593896
2588215 100001813637195
16744503 100002389808651
16758701 100002387877864
38939230 100000151244905
101051599 100000693703210
2068397 100001322677121
154898410 100001349190514
1020145 100000293074412
63895636 100004538821443
116101829 100002943820133
496408 100000196566982
758701 100003379845448
3381061 100000042078402
4691996 100000974113079
34839304 100003788478278
2072129 100001979118349
156213050 100001770609539
135436991 100001930740742
2224210 100001720277387
2923287 100000138213122
1025084 752744107
2336841 815860540
2600142 711006783
145267963 100004721405246
37203704 100004034841749
12824325 100001641225821
7319803 100001608274677
767870 100001556835874
1554324 1463373608
10963279 100000862592097
5027326 100002194603660
1989648 100000807740754
1613720 100000025460358
2881398 100002535335955
521642 100004060863066
3754814 1409065204
827547 100002007643035
2356336 1443217362
172421773 100002712572085
509823 100003492031510
14928711 100000999680758
2870459 1440864325
653186 100001086558155
5754488 100001209230398
1221665 100001424191122
16933941 100002151726378
160944935 100001600848068
15979476 1582877226
127714219 100002335242575
183062106 100002019937763
6018603 100002942296847
80469223 510500489
5722243 100000494194611
34857903 100001711420782
1091097 1503649361
190796013 100001725430565
13887073 100000290710729
2283844 100000960698139
13102291 100000802666779
17558900 100000825214909
165670339 100000839375499
392537 100003268650085
3141732 100001300621275
3188796 100001631763723
1659687 100002406563166
82047890 100001082758824
31192217 100002470489337
5240314 100004181619928
14677683 100001011057263
166459908 100004864951093
1571952 1602608394
7863526 1327820085
36657 581621601
9436809 1581077548
786153 731700959
